gene	transcripts	position	strand	chromosome	cage peak ranges
pseudo_10680	na				
pseudo_10681	na				
pseudo_10682	na				
pseudo_10683	na				
pseudo_10684	na				
pseudo_10685	na				
pseudo_10686	na				
pseudo_10687	na				
pseudo_10688	na				
pseudo_10689	na				
pseudo_1069	na				
pseudo_10690	na				
pseudo_10691	na				
pseudo_10692	na				
pseudo_10693	na				
pseudo_10694	na				
pseudo_10695	na				
pseudo_10696	na				
pseudo_10697	na				
pseudo_10698	na				
pseudo_10699	na				
pseudo_107	na				
pseudo_1070	na				
pseudo_10700	na				
pseudo_10701	na				
pseudo_10702	na				
pseudo_10703	na				
pseudo_10704	na				
pseudo_10705	na				
pseudo_10706	na				
pseudo_10707	na				
pseudo_10708	na				
pseudo_10709	na				
pseudo_1071	na				
pseudo_10710	na				
pseudo_10711	na				
pseudo_10712	na				
pseudo_10713	na				
pseudo_10714	na				
pseudo_10715	na				
pseudo_10716	na				
pseudo_10717	na				
pseudo_10718	na				
pseudo_10719	na				
pseudo_1072	na				
pseudo_10720	na				
pseudo_10721	na				
pseudo_10722	na				
pseudo_10723	na				
pseudo_10724	na				
pseudo_10725	na				
pseudo_10726	na				
pseudo_10727	na				
pseudo_10728	na				
pseudo_10729	na				
pseudo_1073	na				
pseudo_10730	na				
pseudo_10731	na				
pseudo_10732	na				
pseudo_10733	na				
pseudo_10734	na				
pseudo_10735	na				
pseudo_10736	na				
pseudo_10737	na				
pseudo_10738	na				
pseudo_10739	na				
pseudo_1074	na				
pseudo_10740	na				
pseudo_10741	na				
pseudo_10742	na				
pseudo_10743	na				
pseudo_10744	na				
pseudo_10745	na				
pseudo_10746	na				
pseudo_10747	na				
pseudo_10748	na				
pseudo_10749	na				
pseudo_1075	na				
pseudo_10750	na				
pseudo_10751	na				
pseudo_10752	na				
pseudo_10753	na				
pseudo_10754	na				
pseudo_10755	na				
pseudo_10756	na				
pseudo_10757	na				
pseudo_10758	na				
pseudo_10759	na				
pseudo_1076	na				
pseudo_10760	na				
pseudo_10761	na				
pseudo_10762	na				
pseudo_10763	na				
pseudo_10764	na				
pseudo_10765	na				
pseudo_10766	na				
pseudo_10767	na				
pseudo_10768	na				
pseudo_10769	na				
pseudo_1077	na				
pseudo_10770	na				
pseudo_10771	na				
pseudo_10772	na				
pseudo_10773	na				
pseudo_10774	na				
pseudo_10775	na				
pseudo_10776	na				
pseudo_10777	na				
pseudo_10778	na				
pseudo_10779	na				
pseudo_1078	na				
pseudo_10780	na				
pseudo_10781	na				
pseudo_10782	na				
pseudo_10783	na				
pseudo_10784	na				
pseudo_10785	na				
pseudo_10786	na				
pseudo_10787	na				
pseudo_10788	na				
pseudo_10789	na				
pseudo_1079	na				
pseudo_10790	na				
pseudo_10791	na				
pseudo_10792	na				
pseudo_10793	na				
pseudo_10794	na				
pseudo_10795	na				
pseudo_10796	na				
pseudo_10797	na				
pseudo_10798	na				
pseudo_10799	na				
pseudo_108	na				
pseudo_1080	na				
pseudo_10800	na				
pseudo_10801	na				
pseudo_10802	na				
pseudo_10803	na				
pseudo_10804	na				
pseudo_10805	na				
pseudo_10806	na				
pseudo_10807	na				
pseudo_10808	na				
pseudo_10809	na				
pseudo_1081	na				
pseudo_10810	na				
pseudo_10811	na				
pseudo_10812	na				
pseudo_10813	na				
pseudo_10814	na				
pseudo_10815	na				
pseudo_10816	na				
pseudo_10817	na				
pseudo_10818	na				
pseudo_10819	na				
pseudo_1082	na				
pseudo_10820	na				
pseudo_10821	na				
pseudo_10822	na				
pseudo_10823	na				
pseudo_10824	na				
pseudo_10825	na				
pseudo_10826	na				
pseudo_10827	na				
pseudo_10828	na				
pseudo_10829	na				
pseudo_1083	na				
pseudo_10830	na				
pseudo_10831	na				
pseudo_10832	na				
pseudo_10833	na				
pseudo_10834	na				
pseudo_10835	na				
pseudo_10836	na				
pseudo_10837	na				
pseudo_10838	na				
pseudo_10839	na				
pseudo_1084	na				
pseudo_10840	na				
pseudo_10841	na				
pseudo_10842	na				
pseudo_10843	na				
pseudo_10844	na				
pseudo_10845	na				
pseudo_10846	na				
pseudo_10847	na				
pseudo_10848	na				
pseudo_10849	na				
pseudo_1085	na				
pseudo_10850	na				
pseudo_10851	na				
pseudo_10852	na				
pseudo_10853	na				
pseudo_10854	na				
pseudo_10855	na				
pseudo_10856	na				
pseudo_10857	na				
pseudo_10858	na				
pseudo_10859	na				
pseudo_1086	na				
pseudo_10860	na				
pseudo_10861	na				
pseudo_10862	na				
pseudo_10863	na				
pseudo_10864	na				
pseudo_10865	na				
pseudo_10866	na				
pseudo_10867	na				
pseudo_10868	na				
pseudo_10869	na				
pseudo_1087	na				
pseudo_10870	na				
pseudo_10871	na				
pseudo_10872	na				
pseudo_10873	na				
pseudo_10874	na				
pseudo_10875	na				
pseudo_10876	na				
pseudo_10877	na				
pseudo_10878	na				
pseudo_10879	na				
pseudo_1088	na				
pseudo_10880	na				
pseudo_10881	na				
pseudo_10882	na				
pseudo_10883	na				
pseudo_10884	na				
pseudo_10885	na				
pseudo_10886	na				
pseudo_10887	na				
pseudo_10888	na				
pseudo_10889	na				
pseudo_1089	na				
pseudo_10890	na				
pseudo_10891	na				
pseudo_10892	na				
pseudo_10893	na				
pseudo_10894	na				
pseudo_10895	na				
pseudo_10896	na				
pseudo_10897	na				
pseudo_10898	na				
pseudo_10899	na				
pseudo_109	na				
pseudo_1090	na				
pseudo_10900	na				
pseudo_10901	na				
pseudo_10902	na				
pseudo_10903	na				
pseudo_10904	na				
pseudo_10905	na				
pseudo_10906	na				
pseudo_10907	na				
pseudo_10908	na				
pseudo_10909	na				
pseudo_1091	na				
pseudo_10910	na				
pseudo_10911	na				
pseudo_10912	na				
pseudo_10913	na				
pseudo_10914	na				
pseudo_10915	na				
pseudo_10916	na				
pseudo_10917	na				
pseudo_10918	na				
pseudo_10919	na				
pseudo_1092	na				
pseudo_10920	na				
pseudo_10921	na				
pseudo_10922	na				
pseudo_10923	na				
pseudo_10924	na				
pseudo_10925	na				
pseudo_10926	na				
pseudo_10927	na				
pseudo_10928	na				
pseudo_10929	na				
pseudo_1093	na				
pseudo_10930	na				
pseudo_10931	na				
pseudo_10932	na				
pseudo_10933	na				
pseudo_10934	na				
pseudo_10935	na				
pseudo_10936	na				
pseudo_10937	na				
pseudo_10938	na				
pseudo_10939	na				
pseudo_1094	na				
pseudo_10940	na				
pseudo_10941	na				
pseudo_10942	na				
pseudo_10943	na				
pseudo_10944	na				
pseudo_10945	na				
pseudo_10946	na				
pseudo_10947	na				
pseudo_10948	na				
pseudo_10949	na				
pseudo_1095	na				
pseudo_10950	na				
pseudo_10951	na				
pseudo_10952	na				
pseudo_10953	na				
pseudo_10954	na				
pseudo_10955	na				
pseudo_10956	na				
pseudo_10957	na				
pseudo_10958	na				
pseudo_10959	na				
pseudo_1096	na				
pseudo_10960	na				
pseudo_10961	na				
pseudo_10962	na				
pseudo_10963	na				
pseudo_10964	na				
pseudo_10965	na				
pseudo_10966	na				
pseudo_10967	na				
pseudo_10968	na				
pseudo_10969	na				
pseudo_1097	na				
pseudo_10970	na				
pseudo_10971	na				
pseudo_10972	na				
pseudo_10973	na				
pseudo_10974	na				
pseudo_10975	na				
pseudo_10976	na				
pseudo_10977	na				
pseudo_10978	na				
pseudo_10979	na				
pseudo_1098	na				
pseudo_10980	na				
pseudo_10981	na				
pseudo_10982	na				
pseudo_10983	na				
pseudo_10984	na				
pseudo_10985	na				
pseudo_10986	na				
pseudo_10987	na				
pseudo_10988	na				
pseudo_10989	na				
pseudo_1099	na				
pseudo_10990	na				
pseudo_10991	na				
pseudo_10992	na				
pseudo_10993	na				
pseudo_10994	na				
pseudo_10995	na				
pseudo_10996	na				
pseudo_10997	na				
pseudo_10998	na				
pseudo_10999	na				
pseudo_11	na				
pseudo_110	na				
pseudo_1100	na				
pseudo_11000	na				
pseudo_11001	na				
pseudo_11002	na				
pseudo_11003	na				
pseudo_11004	na				
pseudo_11005	na				
pseudo_11006	na				
pseudo_11007	na				
pseudo_11008	na				
pseudo_11009	na				
pseudo_1101	na				
pseudo_11010	na				
pseudo_11011	na				
pseudo_11012	na				
pseudo_11013	na				
pseudo_11014	na				
pseudo_11015	na				
pseudo_11016	na				
pseudo_11017	na				
pseudo_11018	na				
pseudo_11019	na				
pseudo_1102	na				
pseudo_11020	na				
pseudo_11021	na				
pseudo_11022	na				
pseudo_11023	na				
pseudo_11024	na				
pseudo_11025	na				
pseudo_11026	na				
pseudo_11027	na				
pseudo_11028	na				
pseudo_11029	na				
pseudo_1103	na				
pseudo_11030	na				
pseudo_11031	na				
pseudo_11032	na				
pseudo_11033	na				
pseudo_11034	na				
pseudo_11035	na				
pseudo_11036	na				
pseudo_11037	na				
pseudo_11038	na				
pseudo_11039	na				
pseudo_1104	na				
pseudo_11040	na				
pseudo_11041	na				
pseudo_11042	na				
pseudo_11043	na				
pseudo_11044	na				
pseudo_11045	na				
pseudo_11046	na				
pseudo_11047	na				
pseudo_11048	na				
pseudo_11049	na				
pseudo_1105	na				
pseudo_11050	na				
pseudo_11051	na				
pseudo_11052	na				
pseudo_11053	na				
pseudo_11054	na				
pseudo_11055	na				
pseudo_11056	na				
pseudo_11057	na				
pseudo_11058	na				
pseudo_11059	na				
pseudo_1106	na				
pseudo_11060	na				
pseudo_11061	na				
pseudo_11062	na				
pseudo_11063	na				
pseudo_11064	na				
pseudo_11065	na				
pseudo_11066	na				
pseudo_11067	na				
pseudo_11068	na				
pseudo_11069	na				
pseudo_1107	na				
pseudo_11070	na				
pseudo_11071	na				
pseudo_11072	na				
pseudo_11073	na				
pseudo_11074	na				
pseudo_11075	na				
pseudo_11076	na				
pseudo_11077	na				
pseudo_11078	na				
pseudo_11079	na				
pseudo_1108	na				
pseudo_11080	na				
pseudo_11081	na				
pseudo_11082	na				
pseudo_11083	na				
pseudo_11084	na				
pseudo_11085	na				
pseudo_11086	na				
pseudo_11087	na				
pseudo_11088	na				
pseudo_11089	na				
pseudo_1109	na				
pseudo_11090	na				
pseudo_11091	na				
pseudo_11092	na				
pseudo_11093	na				
pseudo_11094	na				
pseudo_11095	na				
pseudo_11096	na				
pseudo_11097	na				
pseudo_11098	na				
pseudo_11099	na				
pseudo_111	na				
pseudo_1110	na				
pseudo_11100	na				
pseudo_11101	na				
pseudo_11102	na				
pseudo_11103	na				
pseudo_11104	na				
pseudo_11105	na				
pseudo_11106	na				
pseudo_11107	na				
pseudo_11108	na				
pseudo_11109	na				
pseudo_1111	na				
pseudo_11110	na				
pseudo_11111	na				
pseudo_11112	na				
pseudo_11113	na				
pseudo_11114	na				
pseudo_11115	na				
pseudo_11116	na				
pseudo_11117	na				
pseudo_11118	na				
pseudo_11119	na				
pseudo_1112	na				
pseudo_11120	na				
pseudo_11121	na				
pseudo_11122	na				
pseudo_11123	na				
pseudo_11124	na				
pseudo_11125	na				
pseudo_11126	na				
pseudo_11127	na				
pseudo_11128	na				
pseudo_11129	na				
pseudo_1113	na				
pseudo_11130	na				
pseudo_11131	na				
pseudo_11132	na				
pseudo_11133	na				
pseudo_11134	na				
pseudo_11135	na				
pseudo_11136	na				
pseudo_11137	na				
pseudo_11138	na				
pseudo_11139	na				
pseudo_1114	na				
pseudo_11140	na				
pseudo_11141	na				
pseudo_11142	na				
pseudo_11143	na				
pseudo_11144	na				
pseudo_11145	na				
pseudo_11146	na				
pseudo_11147	na				
pseudo_11148	na				
pseudo_11149	na				
pseudo_1115	na				
pseudo_11150	na				
pseudo_11151	na				
pseudo_11152	na				
pseudo_11153	na				
pseudo_11154	na				
pseudo_11155	na				
pseudo_11156	na				
pseudo_11157	na				
pseudo_11158	na				
pseudo_11159	na				
pseudo_1116	na				
pseudo_11160	na				
pseudo_11161	na				
pseudo_11162	na				
pseudo_11163	na				
pseudo_11164	na				
pseudo_11165	na				
pseudo_11166	na				
pseudo_11167	na				
pseudo_11168	na				
pseudo_11169	na				
pseudo_1117	na				
pseudo_11170	na				
pseudo_11171	na				
pseudo_11172	na				
pseudo_11173	na				
pseudo_11174	na				
pseudo_11175	na				
pseudo_11176	na				
pseudo_11177	na				
pseudo_11178	na				
pseudo_11179	na				
pseudo_1118	na				
pseudo_11180	na				
pseudo_11181	na				
pseudo_11182	na				
pseudo_11183	na				
pseudo_11184	na				
pseudo_11185	na				
pseudo_11186	na				
pseudo_11187	na				
pseudo_11188	na				
pseudo_11189	na				
pseudo_1119	na				
pseudo_11190	na				
pseudo_11191	na				
pseudo_11192	na				
pseudo_11193	na				
pseudo_11194	na				
pseudo_11195	na				
pseudo_11196	na				
pseudo_11197	na				
pseudo_11198	na				
pseudo_11199	na				
pseudo_112	na				
pseudo_1120	na				
pseudo_11200	na				
pseudo_11201	na				
pseudo_11202	na				
pseudo_11203	na				
pseudo_11204	na				
pseudo_11205	na				
pseudo_11206	na				
pseudo_11207	na				
pseudo_11208	na				
pseudo_11209	na				
pseudo_1121	na				
pseudo_11210	na				
pseudo_11211	na				
pseudo_11212	na				
pseudo_11213	na				
pseudo_11214	na				
pseudo_11215	na				
pseudo_11216	na				
pseudo_11217	na				
pseudo_11218	na				
pseudo_11219	na				
pseudo_1122	na				
pseudo_11220	na				
pseudo_11221	na				
pseudo_11222	na				
pseudo_11223	na				
pseudo_11224	na				
pseudo_11225	na				
pseudo_11226	na				
pseudo_11227	na				
pseudo_11228	na				
pseudo_11229	na				
pseudo_1123	na				
pseudo_11230	na				
pseudo_11231	na				
pseudo_11232	na				
pseudo_11233	na				
pseudo_11234	na				
pseudo_11235	na				
pseudo_11236	na				
pseudo_11237	na				
pseudo_11238	na				
pseudo_11239	na				
pseudo_1124	na				
pseudo_11240	na				
pseudo_11241	na				
pseudo_11242	na				
pseudo_11243	na				
pseudo_11244	na				
pseudo_11245	na				
pseudo_11246	na				
pseudo_11247	na				
pseudo_11248	na				
pseudo_11249	na				
pseudo_1125	na				
pseudo_11250	na				
pseudo_11251	na				
pseudo_11252	na				
pseudo_11253	na				
pseudo_11254	na				
pseudo_11255	na				
pseudo_11256	na				
pseudo_11257	na				
pseudo_11258	na				
pseudo_11259	na				
pseudo_1126	na				
pseudo_11260	na				
pseudo_11261	na				
pseudo_11262	na				
pseudo_11263	na				
pseudo_11264	na				
pseudo_11265	na				
pseudo_11266	na				
pseudo_11267	na				
pseudo_11268	na				
pseudo_11269	na				
pseudo_1127	na				
pseudo_11270	na				
pseudo_11271	na				
pseudo_11272	na				
pseudo_11273	na				
pseudo_11274	na				
pseudo_11275	na				
pseudo_11276	na				
pseudo_11277	na				
pseudo_11278	na				
pseudo_11279	na				
pseudo_1128	na				
pseudo_11280	na				
pseudo_11281	na				
pseudo_11282	na				
pseudo_11283	na				
pseudo_11284	na				
pseudo_11285	na				
pseudo_11286	na				
pseudo_11287	na				
pseudo_11288	na				
pseudo_11289	na				
pseudo_1129	na				
pseudo_11290	na				
pseudo_11291	na				
pseudo_11292	na				
pseudo_11293	na				
pseudo_11294	na				
pseudo_11295	na				
pseudo_11296	na				
pseudo_11297	na				
pseudo_11298	na				
pseudo_11299	na				
pseudo_113	na				
pseudo_1130	na				
pseudo_11300	na				
pseudo_11301	na				
pseudo_11302	na				
pseudo_11303	na				
pseudo_11304	na				
pseudo_11305	na				
pseudo_11306	na				
pseudo_11307	na				
pseudo_11308	na				
pseudo_11309	na				
pseudo_1131	na				
pseudo_11310	na				
pseudo_11311	na				
pseudo_11312	na				
pseudo_11313	na				
pseudo_11314	na				
pseudo_11315	na				
pseudo_11316	na				
pseudo_11317	na				
pseudo_11318	na				
pseudo_11319	na				
pseudo_1132	na				
pseudo_11320	na				
pseudo_11321	na				
pseudo_11322	na				
pseudo_11323	na				
pseudo_11324	na				
pseudo_11325	na				
pseudo_11326	na				
pseudo_11327	na				
pseudo_11328	na				
pseudo_11329	na				
pseudo_1133	na				
pseudo_11330	na				
pseudo_11331	na				
pseudo_11332	na				
pseudo_11333	na				
pseudo_11334	na				
pseudo_11335	na				
pseudo_11336	na				
pseudo_11337	na				
pseudo_11338	na				
pseudo_11339	na				
pseudo_1134	na				
pseudo_11340	na				
pseudo_11341	na				
pseudo_11342	na				
pseudo_11343	na				
pseudo_11344	na				
pseudo_11345	na				
pseudo_11346	na				
pseudo_11347	na				
pseudo_11348	na				
pseudo_11349	na				
pseudo_1135	na				
pseudo_11350	na				
pseudo_11351	na				
pseudo_11352	na				
pseudo_11353	na				
pseudo_11354	na				
pseudo_11355	na				
pseudo_11356	na				
pseudo_11357	na				
pseudo_11358	na				
pseudo_11359	na				
pseudo_1136	na				
pseudo_11360	na				
pseudo_11361	na				
pseudo_11362	na				
pseudo_11363	na				
pseudo_11364	na				
pseudo_11365	na				
pseudo_11366	na				
pseudo_11367	na				
pseudo_11368	na				
pseudo_11369	na				
pseudo_1137	na				
pseudo_11370	na				
pseudo_11371	na				
pseudo_11372	na				
pseudo_11373	na				
pseudo_11374	na				
pseudo_11375	na				
pseudo_11376	na				
pseudo_11377	na				
pseudo_11378	na				
pseudo_11379	na				
pseudo_1138	na				
pseudo_11380	na				
pseudo_11381	na				
pseudo_11382	na				
pseudo_11383	na				
pseudo_11384	na				
pseudo_11385	na				
pseudo_11386	na				
pseudo_11387	na				
pseudo_11388	na				
pseudo_11389	na				
pseudo_1139	na				
pseudo_11390	na				
pseudo_11391	na				
pseudo_11392	na				
pseudo_11393	na				
pseudo_11394	na				
pseudo_11395	na				
pseudo_11396	na				
pseudo_11397	na				
pseudo_11398	na				
pseudo_11399	na				
pseudo_114	na				
pseudo_1140	na				
pseudo_11400	na				
pseudo_11401	na				
pseudo_11402	na				
pseudo_11403	na				
pseudo_11404	na				
pseudo_11405	na				
pseudo_11406	na				
pseudo_11407	na				
pseudo_11408	na				
pseudo_11409	na				
pseudo_1141	na				
pseudo_11410	na				
pseudo_11411	na				
pseudo_11412	na				
pseudo_11413	na				
pseudo_11414	na				
pseudo_11415	na				
pseudo_11416	na				
pseudo_11417	na				
pseudo_11418	na				
pseudo_11419	na				
pseudo_1142	na				
pseudo_11420	na				
pseudo_11421	na				
pseudo_11422	na				
pseudo_11423	na				
pseudo_11424	na				
pseudo_11425	na				
pseudo_11426	na				
pseudo_11427	na				
pseudo_11428	na				
pseudo_11429	na				
pseudo_1143	na				
pseudo_11430	na				
pseudo_11431	na				
pseudo_11432	na				
pseudo_11433	na				
pseudo_11434	na				
pseudo_11435	na				
pseudo_11436	na				
pseudo_11437	na				
pseudo_11438	na				
pseudo_11439	na				
pseudo_1144	na				
pseudo_11440	na				
pseudo_11441	na				
pseudo_11442	na				
pseudo_11443	na				
pseudo_11444	na				
pseudo_11445	na				
pseudo_11446	na				
pseudo_11447	na				
pseudo_11448	na				
pseudo_11449	na				
pseudo_1145	na				
pseudo_11450	na				
pseudo_11451	na				
pseudo_11452	na				
pseudo_11453	na				
pseudo_11454	na				
pseudo_11455	na				
pseudo_11456	na				
pseudo_11457	na				
pseudo_11458	na				
pseudo_11459	na				
pseudo_1146	na				
pseudo_11460	na				
pseudo_11461	na				
pseudo_11462	na				
pseudo_11463	na				
pseudo_11464	na				
pseudo_11465	na				
pseudo_11466	na				
pseudo_11467	na				
pseudo_11468	na				
pseudo_11469	na				
pseudo_1147	na				
pseudo_11470	na				
pseudo_11471	na				
pseudo_11472	na				
pseudo_11473	na				
pseudo_11474	na				
pseudo_11475	na				
pseudo_11476	na				
pseudo_11477	na				
pseudo_11478	na				
pseudo_11479	na				
pseudo_1148	na				
pseudo_11480	na				
pseudo_11481	na				
pseudo_11482	na				
pseudo_11483	na				
pseudo_11484	na				
pseudo_11485	na				
pseudo_11486	na				
pseudo_11487	na				
pseudo_11488	na				
pseudo_11489	na				
pseudo_1149	na				
pseudo_11490	na				
pseudo_11491	na				
pseudo_11492	na				
pseudo_11493	na				
pseudo_11494	na				
pseudo_11495	na				
pseudo_11496	na				
pseudo_11497	na				
pseudo_11498	na				
pseudo_11499	na				
pseudo_115	na				
pseudo_1150	na				
pseudo_11500	na				
pseudo_11501	na				
pseudo_11502	na				
pseudo_11503	na				
pseudo_11504	na				
pseudo_11505	na				
pseudo_11506	na				
pseudo_11507	na				
pseudo_11508	na				
pseudo_11509	na				
pseudo_1151	na				
pseudo_11510	na				
pseudo_11511	na				
pseudo_11512	na				
pseudo_11513	na				
pseudo_11514	na				
pseudo_11515	na				
pseudo_11516	na				
pseudo_11517	na				
pseudo_11518	na				
pseudo_11519	na				
pseudo_1152	na				
pseudo_11520	na				
pseudo_11521	na				
pseudo_11522	na				
pseudo_11523	na				
pseudo_11524	na				
pseudo_11525	na				
pseudo_11526	na				
pseudo_11527	na				
pseudo_11528	na				
pseudo_11529	na				
pseudo_1153	na				
pseudo_11530	na				
pseudo_11531	na				
pseudo_11532	na				
pseudo_11533	na				
pseudo_11534	na				
pseudo_11535	na				
pseudo_11536	na				
pseudo_11537	na				
pseudo_11538	na				
pseudo_11539	na				
pseudo_1154	na				
pseudo_11540	na				
pseudo_11541	na				
pseudo_11542	na				
pseudo_11543	na				
pseudo_11544	na				
pseudo_11545	na				
pseudo_11546	na				
pseudo_11547	na				
pseudo_11548	na				
pseudo_11549	na				
pseudo_1155	na				
pseudo_11550	na				
pseudo_11551	na				
pseudo_11552	na				
pseudo_11553	na				
pseudo_11554	na				
pseudo_11555	na				
pseudo_11556	na				
pseudo_11557	na				
pseudo_11558	na				
pseudo_11559	na				
pseudo_1156	na				
pseudo_11560	na				
pseudo_11561	na				
pseudo_11562	na				
pseudo_11563	na				
pseudo_11564	na				
pseudo_11565	na				
pseudo_11566	na				
pseudo_11567	na				
pseudo_11568	na				
pseudo_11569	na				
pseudo_1157	na				
pseudo_11570	na				
pseudo_11571	na				
pseudo_11572	na				
pseudo_11573	na				
pseudo_11574	na				
pseudo_11575	na				
pseudo_11576	na				
pseudo_11577	na				
pseudo_11578	na				
pseudo_11579	na				
pseudo_1158	na				
pseudo_11580	na				
