gene	transcripts	chromosome	position	strand	annotation source
Sgms1	ENSMUST00000142618.1	chr19	32349315	-	GENCODE
Sgms1	ENSMUST00000151289.1	chr19	32210989	-	GENCODE
Sgms2	ENSMUST00000090246.4	chr3	131344932	-	GENCODE
Sgol1	ENSMUST00000024736.7	chr17	53689332	-	GENCODE
Sgol2	ENSMUST00000027202.8	chr1	57995970	+	GENCODE
Sgpl1	ENSMUST00000092498.5,ENSMUST00000122259.1	chr10	61147658	-	GENCODE
Sgpp1	ENSMUST00000021450.4	chr12	75735728	-	GENCODE
Sgpp2	ENSMUST00000036172.8	chr1	78310345	+	GENCODE
Sgsh	ENSMUST00000005173.4	chr11	119355535	-	GENCODE
Sgsm1	ENSMUST00000048112.6	chr5	113310785	-	GENCODE
Sgsm2	ENSMUST00000057631.5,ENSMUST00000081799.5	chr11	74897059	-	GENCODE
Sgsm3	ENSMUST00000139517.1	chr15	80977764	+	GENCODE
Sgta	ENSMUST00000005067.5	chr10	81060177	-	GENCODE
Sgtb	ENSMUST00000044385.7	chr13	104109740	+	GENCODE
Sh2b1	ENSMUST00000032978.6	chr7	126475129	-	GENCODE
Sh2b2	ENSMUST00000005188.9	chr5	136244902	-	GENCODE
Sh2b3	ENSMUST00000086310.1,ENSMUST00000040308.7,ENSMUST00000118580.1	chr5	121836831	-	GENCODE
Sh2b3	ENSMUST00000122426.1	chr5	121836103	-	GENCODE
Sh2d1a	ENSMUST00000005839.4,ENSMUST00000115070.1	chrX	42502607	+	GENCODE
Sh2d1b1	ENSMUST00000179976.1	chr1	170277375	+	GENCODE
Sh2d1b2	ENSMUST00000162752.1	chr1	170232748	+	GENCODE
Sh2d2a	ENSMUST00000107581.2,ENSMUST00000029709.5	chr3	87846754	+	GENCODE
Sh2d3c	ENSMUST00000074248.4	chr2	32721054	+	GENCODE
Sh2d3c	ENSMUST00000113242.2	chr2	32727705	+	GENCODE
Sh2d4a	ENSMUST00000066594.3	chr8	68276566	+	GENCODE
Sh2d4b	ENSMUST00000096000.3	chr14	40893265	-	GENCODE
Sh2d5	ENSMUST00000105824.1,ENSMUST00000105823.1	chr4	138250432	+	GENCODE
Sh2d6	ENSMUST00000089687.4,ENSMUST00000163451.1,ENSMUST00000162561.1,ENSMUST00000159877.1	chr6	72520609	-	GENCODE
Sh2d7	ENSMUST00000060242.5,ENSMUST00000118413.1	chr9	54538985	+	GENCODE
Sh3bgr	ENSMUST00000048770.8	chr16	96200469	+	GENCODE
Sh3bgr	ENSMUST00000123728.3,ENSMUST00000171181.2	chr16	96200670	+	GENCODE
Sh3bgrl	ENSMUST00000033598.8	chrX	109095364	+	GENCODE
Sh3bgrl2	ENSMUST00000113215.3	chr9	83548337	+	GENCODE
Sh3bgrl3	ENSMUST00000030651.8	chr4	134128788	-	GENCODE
Sh3bp1	ENSMUST00000001226.3,ENSMUST00000061239.7,ENSMUST00000109698.2	chr15	78899767	+	GENCODE
Sh3bp2	ENSMUST00000067638.7	chr5	34525845	+	GENCODE
Sh3bp2	ENSMUST00000179943.1	chr5	34549687	+	GENCODE
Sh3bp4	ENSMUST00000066279.4	chr1	89070414	+	GENCODE
Sh3bp5	ENSMUST00000091903.4	chr14	31436064	-	GENCODE
Sh3bp5l	ENSMUST00000116376.2,ENSMUST00000073128.6	chr11	58330736	+	GENCODE
Sh3d19	ENSMUST00000107664.2	chr3	86084433	+	GENCODE
Sh3d19	ENSMUST00000182666.1	chr3	86070914	+	GENCODE
Sh3d21	ENSMUST00000097891.3	chr4	126163490	-	GENCODE
Sh3gl1	ENSMUST00000003268.9	chr17	56036636	-	GENCODE
Sh3gl2	ENSMUST00000030212.8	chr4	85205440	+	GENCODE
Sh3gl3	ENSMUST00000032874.7	chr7	82174795	+	GENCODE
Sh3glb1	ENSMUST00000163279.1	chr3	144720322	-	GENCODE
Sh3glb2	ENSMUST00000028214.8	chr2	30359315	-	GENCODE
Sh3kbp1	ENSMUST00000112456.2	chrX	159627271	+	GENCODE
Sh3pxd2a	ENSMUST00000111800.2,ENSMUST00000081619.2	chr19	47464410	-	GENCODE
Sh3pxd2b	ENSMUST00000038753.5	chr11	32347819	+	GENCODE
Sh3rf1	ENSMUST00000034060.5	chr8	61224170	+	GENCODE
Sh3rf2	ENSMUST00000072008.4	chr18	42053666	+	GENCODE
Sh3rf3	ENSMUST00000153031.1	chr10	58813457	+	GENCODE
Sh3tc1	ENSMUST00000070203.7	chr5	35729275	-	GENCODE
Sh3tc2	ENSMUST00000051720.5	chr18	61953074	+	GENCODE
Sh3yl1	ENSMUST00000020997.8	chr12	30911667	+	GENCODE
Shank1	ENSMUST00000107935.1	chr7	44312687	+	GENCODE
Shank1	ENSMUST00000107938.1	chr7	44310252	+	GENCODE
Shank2	ENSMUST00000105902.1	chr7	144001927	+	GENCODE
Shank3	ENSMUST00000039074.6	chr15	89499856	+	GENCODE
Sharpin	ENSMUST00000023211.9	chr15	76351110	-	GENCODE
Shb	ENSMUST00000061986.5	chr4	45530329	-	GENCODE
Shbg	ENSMUST00000005334.2	chr11	69617904	-	GENCODE
Shc1	ENSMUST00000094378.3	chr3	89421627	+	GENCODE
Shc2	ENSMUST00000163867.1	chr10	79637917	-	GENCODE
Shc3	ENSMUST00000021898.5	chr13	51567083	-	GENCODE
Shc4	ENSMUST00000042246.7	chr2	125723386	-	GENCODE
Shcbp1	ENSMUST00000022945.7	chr8	4779533	-	GENCODE
Shcbp1l	ENSMUST00000042373.5	chr1	153425161	+	GENCODE
Shd	ENSMUST00000044216.6	chr17	55970466	+	GENCODE
She	ENSMUST00000050401.5	chr3	89831369	+	GENCODE
Shf	ENSMUST00000048635.6	chr2	122366827	-	GENCODE
Shf	ENSMUST00000110531.2	chr2	122368917	-	GENCODE
Shfm1	ENSMUST00000041111.9	chr6	6578657	-	GENCODE
Shh	ENSMUST00000002708.3	chr5	28467100	-	GENCODE
Shisa2	ENSMUST00000053949.5	chr14	59625280	+	GENCODE
Shisa3	ENSMUST00000087241.5	chr5	67607882	+	GENCODE
Shisa4	ENSMUST00000041240.3	chr1	135375236	-	GENCODE
Shisa5	ENSMUST00000154184.1	chr9	109054862	+	GENCODE
Shisa6	ENSMUST00000066679.6	chr11	66525963	-	GENCODE
Shisa7	ENSMUST00000066041.5,ENSMUST00000172377.1	chr7	4844695	-	GENCODE
Shisa7	ENSMUST00000119433.2	chr7	4836722	-	GENCODE
Shisa9	ENSMUST00000170672.2,ENSMUST00000023138.7	chr16	11984580	+	GENCODE
Shkbp1	ENSMUST00000003857.6	chr7	27356018	-	GENCODE
Shmt1	ENSMUST00000018744.8	chr11	60811264	-	GENCODE
Shmt2	ENSMUST00000026470.4	chr10	127522443	-	GENCODE
Shoc2	ENSMUST00000025932.7	chr19	53944875	+	GENCODE
Shoc2	ENSMUST00000169861.1	chr19	53944305	+	GENCODE
Shox2	ENSMUST00000029422.7	chr3	66981770	-	GENCODE
Shpk	ENSMUST00000006105.6	chr11	73199459	+	GENCODE
Shprh	ENSMUST00000044053.6,ENSMUST00000054814.7	chr10	11149476	+	GENCODE
Shq1	ENSMUST00000113312.2,ENSMUST00000170667.1	chr6	100671156	-	GENCODE
Shroom1	ENSMUST00000109013.2,ENSMUST00000018531.5	chr11	53457216	+	GENCODE
Shroom2	ENSMUST00000101141.2,ENSMUST00000062317.4	chrX	152769462	-	GENCODE
Shroom3	ENSMUST00000113055.2	chr5	92683434	+	GENCODE
Shroom4	ENSMUST00000103005.3	chrX	6399853	+	GENCODE
Siae	ENSMUST00000002007.3	chr9	37613846	+	GENCODE
Siah1a	ENSMUST00000045296.4	chr8	86746005	-	GENCODE
Siah1b	ENSMUST00000037928.2,ENSMUST00000071667.2	chrX	164076134	-	GENCODE
Siah2	ENSMUST00000070368.7	chr3	58692399	-	GENCODE
Siah3	ENSMUST00000164848.1	chr14	75455981	+	GENCODE
Sidt1	ENSMUST00000136381.1	chr16	44332990	-	GENCODE
Sidt2	ENSMUST00000038488.9	chr9	45955246	-	GENCODE
Sigirr	ENSMUST00000097958.2	chr7	141100545	-	GENCODE
Siglec1	ENSMUST00000028794.3,ENSMUST00000110227.1	chr2	131086764	-	GENCODE
Siglec15	ENSMUST00000170760.2	chr18	78057394	-	GENCODE
Siglec5	ENSMUST00000012798.7,ENSMUST00000122423.1	chr7	43351400	+	GENCODE
Siglece	ENSMUST00000032667.8	chr7	43660160	-	GENCODE
Siglecg	ENSMUST00000005592.6	chr7	43408203	+	GENCODE
Siglech	ENSMUST00000171077.1,ENSMUST00000060416.8,ENSMUST00000094360.6	chr7	55768211	+	GENCODE
Sigmar1	ENSMUST00000059354.8	chr4	41741358	-	GENCODE
Sik1	ENSMUST00000024839.4	chr17	31855791	-	GENCODE
Sik2	ENSMUST00000041375.10	chr9	51009072	-	GENCODE
Sik3	ENSMUST00000126865.1	chr9	46012819	+	GENCODE
Sike1	ENSMUST00000029447.5	chr3	102995727	+	GENCODE
Sil1	ENSMUST00000025215.8	chr18	35498924	-	GENCODE
Sim1	ENSMUST00000020071.3	chr10	50895650	+	GENCODE
Sim2	ENSMUST00000072182.7	chr16	94085259	+	GENCODE
Simc1	ENSMUST00000118072.1	chr13	54503778	+	GENCODE
Sin3a	ENSMUST00000049169.5	chr9	57086580	+	GENCODE
Sin3a	ENSMUST00000167715.1	chr9	57075337	+	GENCODE
Sin3a	ENSMUST00000168678.1	chr9	57076375	+	GENCODE
Sin3b	ENSMUST00000004494.8	chr8	72723287	+	GENCODE
Sipa1	ENSMUST00000071857.5,ENSMUST00000080824.5,ENSMUST00000164304.1,ENSMUST00000169854.1	chr19	5663706	-	GENCODE
Sipa1l1	ENSMUST00000053969.6	chr12	82311348	+	GENCODE
Sipa1l2	ENSMUST00000108775.1	chr8	125492709	-	GENCODE
Sipa1l3	ENSMUST00000183096.1,ENSMUST00000085809.4	chr7	29505459	-	GENCODE
Sirpa	ENSMUST00000103202.3	chr2	129593204	+	GENCODE
Sirpa	ENSMUST00000179001.1,ENSMUST00000103203.1	chr2	129592875	+	GENCODE
Sirpb1a	ENSMUST00000099201.3	chr3	15426426	-	GENCODE
Sirpb1b	ENSMUST00000091319.4	chr3	15575064	-	GENCODE
Sirpb1c	ENSMUST00000050623.4,ENSMUST00000108354.1,ENSMUST00000108352.2	chr3	15848463	-	GENCODE
Sirt1	ENSMUST00000020257.6	chr10	63339031	-	GENCODE
Sirt1	ENSMUST00000120239.1	chr10	63381703	-	GENCODE
Sirt2	ENSMUST00000072965.4	chr7	28766766	+	GENCODE
Sirt3	ENSMUST00000026559.7	chr7	140882308	-	GENCODE
Sirt3	ENSMUST00000106048.3	chr7	140881868	-	GENCODE
Sirt4	ENSMUST00000112066.1	chr5	115484724	-	GENCODE
Sirt4	ENSMUST00000112067.1	chr5	115484296	-	GENCODE
Sirt5	ENSMUST00000066804.4	chr13	43370709	+	GENCODE
Sirt6	ENSMUST00000042923.8	chr10	81627796	-	GENCODE
Sirt7	ENSMUST00000080202.5	chr11	120625013	-	GENCODE
Sis	ENSMUST00000094190.3	chr3	72966865	-	GENCODE
Sis	ENSMUST00000167334.1	chr3	72967862	-	GENCODE
Sit1	ENSMUST00000030180.6	chr4	43483733	-	GENCODE
Siva1	ENSMUST00000021728.4	chr12	112644827	+	GENCODE
Six1	ENSMUST00000050029.7	chr12	73047178	-	GENCODE
Six2	ENSMUST00000163568.2,ENSMUST00000024947.7	chr17	85688263	-	GENCODE
Six3	ENSMUST00000175898.2	chr17	85620833	+	GENCODE
Six3	ENSMUST00000176081.1	chr17	85613607	+	GENCODE
Six4	ENSMUST00000043208.6	chr12	73114036	-	GENCODE
Six5	ENSMUST00000049454.5	chr7	19094593	+	GENCODE
Six6	ENSMUST00000021519.5	chr12	72939723	+	GENCODE
Ska1	ENSMUST00000040188.8,ENSMUST00000177604.1	chr18	74207817	-	GENCODE
Ska2	ENSMUST00000020794.5	chr11	87109233	+	GENCODE
Ska3	ENSMUST00000022536.2	chr14	57826162	-	GENCODE
Skap1	ENSMUST00000103154.4	chr11	96464592	+	GENCODE
Skap2	ENSMUST00000078214.5	chr6	52012548	-	GENCODE
Ski	ENSMUST00000030917.5	chr4	155222591	-	GENCODE
Skida1	ENSMUST00000091420.5	chr2	18049050	-	GENCODE
Skil	ENSMUST00000118204.1	chr3	31096832	+	GENCODE
Skil	ENSMUST00000118470.1,ENSMUST00000029194.5,ENSMUST00000117728.1	chr3	31095080	+	GENCODE
Skint1	ENSMUST00000162158.1	chr4	112006268	+	GENCODE
Skint10	ENSMUST00000068851.5	chr4	112774865	-	GENCODE
Skint11	ENSMUST00000079915.3	chr4	114163383	+	GENCODE
Skint2	ENSMUST00000106559.3	chr4	112613750	+	GENCODE
Skint2	ENSMUST00000106560.3	chr4	112557193	+	GENCODE
Skint3	ENSMUST00000038455.5,ENSMUST00000170945.1	chr4	112232244	+	GENCODE
Skint4	ENSMUST00000069769.2	chr4	112072638	+	GENCODE
Skint4	ENSMUST00000106564.1	chr4	112081469	+	GENCODE
Skint4	ENSMUST00000106565.1	chr4	112072015	+	GENCODE
Skint5	ENSMUST00000169631.1,ENSMUST00000170105.1	chr4	113999502	-	GENCODE
Skint6	ENSMUST00000138966.2	chr4	113286972	-	GENCODE
Skint6	ENSMUST00000171224.1	chr4	113283641	-	GENCODE
Skint7	ENSMUST00000163281.1	chr4	111972926	+	GENCODE
Skint8	ENSMUST00000165046.1	chr4	111919554	+	GENCODE
Skint9	ENSMUST00000058605.2	chr4	112433984	-	GENCODE
Skiv2l	ENSMUST00000046022.9	chr17	34850209	-	GENCODE
Skiv2l2	ENSMUST00000022281.3	chr13	112927379	-	GENCODE
Skor1	ENSMUST00000116613.2	chr9	63148960	-	GENCODE
Skor1	ENSMUST00000119146.1,ENSMUST00000055281.7	chr9	63146994	-	GENCODE
Skor2	ENSMUST00000166956.1	chr18	76856404	+	GENCODE
Skp1a	ENSMUST00000037324.5,ENSMUST00000109072.1	chr11	52232098	+	GENCODE
Skp2	ENSMUST00000096482.3	chr15	9140450	-	GENCODE
Sla	ENSMUST00000100572.3	chr15	66812592	-	GENCODE
Sla	ENSMUST00000164163.1	chr15	66831645	-	GENCODE
Sla	ENSMUST00000168589.1	chr15	66801592	-	GENCODE
Sla2	ENSMUST00000029164.2,ENSMUST00000109561.3	chr2	156887134	-	GENCODE
Slain1	ENSMUST00000069443.7	chr14	103650227	+	GENCODE
Slain2	ENSMUST00000144843.1	chr5	72914303	+	GENCODE
Slamf1	ENSMUST00000015460.4	chr1	171767126	+	GENCODE
Slamf6	ENSMUST00000171330.1	chr1	171917536	+	GENCODE
Slamf7	ENSMUST00000111276.3	chr1	171649006	-	GENCODE
Slamf8	ENSMUST00000065679.6	chr1	172590567	-	GENCODE
Slamf9	ENSMUST00000027830.4	chr1	172475357	+	GENCODE
Slbp	ENSMUST00000057551.7	chr5	33652573	-	GENCODE
Slc10a1	ENSMUST00000095572.4	chr12	80968078	-	GENCODE
Slc10a2	ENSMUST00000023835.1	chr8	5105231	-	GENCODE
Slc10a3	ENSMUST00000114146.1,ENSMUST00000073067.4,ENSMUST00000037967.5	chrX	74373299	-	GENCODE
Slc10a4	ENSMUST00000031127.7	chr5	73006903	+	GENCODE
Slc10a5	ENSMUST00000078748.3	chr3	10335655	-	GENCODE
Slc10a6	ENSMUST00000031263.1	chr5	103629402	-	GENCODE
Slc10a7	ENSMUST00000034111.8	chr8	78509334	+	GENCODE
Slc11a1	ENSMUST00000027368.5	chr1	74375202	+	GENCODE
Slc11a2	ENSMUST00000023774.5,ENSMUST00000138843.1	chr15	100423027	-	GENCODE
Slc12a1	ENSMUST00000110494.2,ENSMUST00000028630.2,ENSMUST00000110495.2	chr2	125152567	+	GENCODE
Slc12a2	ENSMUST00000115366.2	chr18	57878677	+	GENCODE
Slc12a3	ENSMUST00000034218.3	chr8	94329191	+	GENCODE
Slc12a4	ENSMUST00000116429.2,ENSMUST00000034370.9	chr8	105966078	-	GENCODE
Slc12a5	ENSMUST00000099092.4	chr2	164967982	+	GENCODE
Slc12a6	ENSMUST00000028549.7	chr2	112266818	+	GENCODE
Slc12a7	ENSMUST00000017900.7	chr13	73763696	+	GENCODE
Slc12a8	ENSMUST00000059056.8	chr16	33518328	+	GENCODE
Slc12a8	ENSMUST00000121925.1	chr16	33517327	+	GENCODE
Slc12a9	ENSMUST00000039991.7	chr5	137333596	-	GENCODE
Slc13a1	ENSMUST00000031713.8	chr6	24168091	-	GENCODE
Slc13a2	ENSMUST00000001122.5	chr11	78422216	-	GENCODE
Slc13a3	ENSMUST00000029208.8	chr2	165473229	-	GENCODE
Slc13a4	ENSMUST00000031868.4	chr6	35308130	-	GENCODE
Slc13a5	ENSMUST00000021161.6	chr11	72266601	-	GENCODE
Slc14a1	ENSMUST00000091813.5	chr18	78123425	-	GENCODE
Slc14a1	ENSMUST00000160639.1	chr18	78142118	-	GENCODE
Slc14a2	ENSMUST00000025434.7	chr18	78209093	-	GENCODE
Slc15a1	ENSMUST00000088386.6	chr14	121505253	-	GENCODE
Slc15a2	ENSMUST00000023616.2	chr16	36784961	-	GENCODE
Slc15a3	ENSMUST00000025646.2	chr19	10842543	+	GENCODE
Slc15a4	ENSMUST00000031367.8	chr5	127617415	-	GENCODE
Slc15a5	ENSMUST00000171804.1	chr6	138079915	-	GENCODE
Slc16a1	ENSMUST00000046212.1	chr3	104638667	+	GENCODE
Slc16a10	ENSMUST00000092566.6	chr10	40142253	-	GENCODE
Slc16a11	ENSMUST00000094055.3	chr11	70214114	+	GENCODE
Slc16a11	ENSMUST00000126388.1	chr11	70212751	+	GENCODE
Slc16a11	ENSMUST00000171032.1	chr11	70213909	+	GENCODE
Slc16a12	ENSMUST00000009522.3	chr19	34747288	-	GENCODE
Slc16a13	ENSMUST00000060010.2	chr11	70220993	-	GENCODE
Slc16a14	ENSMUST00000027422.5	chr1	84935124	-	GENCODE
Slc16a2	ENSMUST00000042664.5	chrX	103821964	-	GENCODE
Slc16a3	ENSMUST00000070653.6	chr11	120948479	+	GENCODE
Slc16a3	ENSMUST00000100130.3	chr11	120949066	+	GENCODE
Slc16a3	ENSMUST00000168579.1	chr11	120949080	+	GENCODE
Slc16a4	ENSMUST00000029502.7	chr3	107291229	+	GENCODE
Slc16a5	ENSMUST00000106532.3,ENSMUST00000153466.1	chr11	115462489	+	GENCODE
Slc16a6	ENSMUST00000070872.6	chr11	109473293	-	GENCODE
Slc16a7	ENSMUST00000063318.2	chr10	125328962	-	GENCODE
Slc16a7	ENSMUST00000105257.2	chr10	125308815	-	GENCODE
Slc16a8	ENSMUST00000039752.3	chr15	79254760	-	GENCODE
Slc16a9	ENSMUST00000046807.6	chr10	70245099	+	GENCODE
Slc17a1	ENSMUST00000110413.1,ENSMUST00000006785.7	chr13	23870279	+	GENCODE
Slc17a2	ENSMUST00000006786.4	chr13	23807026	+	GENCODE
Slc17a3	ENSMUST00000166467.1	chr13	23839433	+	GENCODE
Slc17a4	ENSMUST00000021769.8,ENSMUST00000110407.2	chr13	23915005	-	GENCODE
Slc17a5	ENSMUST00000052441.5	chr9	78588040	-	GENCODE
Slc17a6	ENSMUST00000032710.5	chr7	51621829	+	GENCODE
Slc17a7	ENSMUST00000085374.5	chr7	45163920	+	GENCODE
Slc17a8	ENSMUST00000020102.7	chr10	89621252	-	GENCODE
Slc17a9	ENSMUST00000094218.3	chr2	180725262	+	GENCODE
Slc18a1	ENSMUST00000037478.6	chr8	69089221	-	GENCODE
Slc18a2	ENSMUST00000026084.3	chr19	59260877	+	GENCODE
Slc18b1	ENSMUST00000119597.1,ENSMUST00000179321.1	chr10	23796985	+	GENCODE
Slc19a1	ENSMUST00000105410.3	chr10	77033211	+	GENCODE
Slc19a1	ENSMUST00000144234.1	chr10	77032683	+	GENCODE
Slc19a2	ENSMUST00000044021.5	chr1	164249045	+	GENCODE
Slc19a3	ENSMUST00000045560.8,ENSMUST00000164473.1	chr1	83038438	-	GENCODE
Slc1a1	ENSMUST00000025875.4	chr19	28835073	+	GENCODE
Slc1a2	ENSMUST00000111212.1	chr2	102706437	+	GENCODE
Slc1a3	ENSMUST00000005493.7	chr15	8710763	-	GENCODE
Slc1a4	ENSMUST00000109594.1	chr11	20332712	-	GENCODE
Slc1a5	ENSMUST00000108496.2	chr7	16781345	+	GENCODE
Slc1a6	ENSMUST00000005490.8	chr10	78780495	+	GENCODE
Slc1a7	ENSMUST00000106713.3	chr4	107968331	+	GENCODE
Slc20a1	ENSMUST00000028880.3	chr2	129198763	+	GENCODE
Slc20a1	ENSMUST00000110315.1	chr2	129199309	+	GENCODE
Slc20a2	ENSMUST00000067786.7	chr8	22476699	+	GENCODE
Slc22a1	ENSMUST00000024596.8	chr17	12675837	-	GENCODE
Slc22a12	ENSMUST00000113451.1	chr19	6543018	-	GENCODE
Slc22a13	ENSMUST00000084797.4	chr9	119209104	-	GENCODE
Slc22a14	ENSMUST00000093775.5	chr9	119190406	-	GENCODE
Slc22a14	ENSMUST00000170400.2	chr9	119365552	-	GENCODE
Slc22a15	ENSMUST00000106928.3	chr3	101924392	-	GENCODE
Slc22a16	ENSMUST00000078314.7	chr10	40570335	+	GENCODE
Slc22a17	ENSMUST00000050772.7	chr14	54913131	-	GENCODE
Slc22a18	ENSMUST00000052348.5	chr7	143473735	+	GENCODE
Slc22a18	ENSMUST00000105917.2	chr7	143475100	+	GENCODE
Slc22a19	ENSMUST00000025666.7	chr19	7711309	-	GENCODE
Slc22a2	ENSMUST00000046959.7	chr17	12584188	+	GENCODE
Slc22a20	ENSMUST00000041827.7	chr19	5986142	-	GENCODE
Slc22a21	ENSMUST00000076493.4	chr11	53980331	-	GENCODE
Slc22a22	ENSMUST00000022995.6	chr15	57265160	-	GENCODE
Slc22a22	ENSMUST00000110196.1	chr15	57477624	-	GENCODE
Slc22a23	ENSMUST00000040336.5	chr13	34345181	-	GENCODE
Slc22a26	ENSMUST00000120522.1,ENSMUST00000065634.7	chr19	7802621	-	GENCODE
Slc22a27	ENSMUST00000075619.4	chr19	7966026	-	GENCODE
Slc22a28	ENSMUST00000065651.4	chr19	8131981	-	GENCODE
Slc22a29	ENSMUST00000113298.2	chr19	8218898	-	GENCODE
Slc22a3	ENSMUST00000024595.2	chr17	12507703	-	GENCODE
Slc22a30	ENSMUST00000096269.4	chr19	8405110	-	GENCODE
Slc22a4	ENSMUST00000020586.6	chr11	54028089	-	GENCODE
Slc22a5	ENSMUST00000019044.7	chr11	53891659	-	GENCODE
Slc22a6	ENSMUST00000010250.2	chr19	8617995	+	GENCODE
Slc22a7	ENSMUST00000087012.5	chr17	46438476	-	GENCODE
Slc22a8	ENSMUST00000010251.3,ENSMUST00000170817.1	chr19	8591253	+	GENCODE
Slc23a1	ENSMUST00000025212.5	chr18	35627243	-	GENCODE
Slc23a2	ENSMUST00000028815.8	chr2	132145107	-	GENCODE
Slc23a3	ENSMUST00000027405.4	chr1	75133889	-	GENCODE
Slc24a1	ENSMUST00000037798.7	chr9	64951606	-	GENCODE
Slc24a2	ENSMUST00000044990.4	chr4	87227872	-	GENCODE
Slc24a2	ENSMUST00000107157.2	chr4	87230476	-	GENCODE
Slc24a3	ENSMUST00000110007.1	chr2	145167753	+	GENCODE
Slc24a4	ENSMUST00000079020.4	chr12	102129173	+	GENCODE
Slc24a5	ENSMUST00000070353.3	chr2	125068123	+	GENCODE
Slc25a1	ENSMUST00000003622.8	chr16	17928218	-	GENCODE
Slc25a10	ENSMUST00000026899.3	chr11	120491839	+	GENCODE
Slc25a11	ENSMUST00000014750.8	chr11	70647057	-	GENCODE
Slc25a12	ENSMUST00000151937.1	chr2	71367748	-	GENCODE
Slc25a13	ENSMUST00000015256.8	chr6	6217117	-	GENCODE
Slc25a14	ENSMUST00000134257.1	chrX	48623577	+	GENCODE
Slc25a15	ENSMUST00000033871.6	chr8	22398620	-	GENCODE
Slc25a16	ENSMUST00000044977.3	chr10	62920632	+	GENCODE
Slc25a17	ENSMUST00000023040.7	chr15	81360764	-	GENCODE
Slc25a18	ENSMUST00000112682.2	chr6	120773767	+	GENCODE
Slc25a19	ENSMUST00000021089.4,ENSMUST00000178003.1	chr11	115628219	-	GENCODE
Slc25a2	ENSMUST00000058635.2	chr18	37638722	-	GENCODE
Slc25a20	ENSMUST00000035222.5	chr9	108662097	+	GENCODE
Slc25a21	ENSMUST00000044634.5	chr12	57197471	-	GENCODE
Slc25a22	ENSMUST00000019226.7	chr7	141437891	-	GENCODE
Slc25a22	ENSMUST00000106007.3	chr7	141434593	-	GENCODE
Slc25a23	ENSMUST00000040280.7	chr17	57059862	-	GENCODE
Slc25a24	ENSMUST00000029477.6	chr3	109123148	+	GENCODE
Slc25a25	ENSMUST00000113307.2	chr2	32424004	-	GENCODE
Slc25a26	ENSMUST00000061118.8	chr6	94500313	+	GENCODE
Slc25a27	ENSMUST00000024705.4	chr17	43667014	-	GENCODE
Slc25a28	ENSMUST00000046038.7	chr19	43674880	-	GENCODE
Slc25a29	ENSMUST00000021693.3	chr12	108835882	-	GENCODE
Slc25a3	ENSMUST00000076694.6,ENSMUST00000170810.1,ENSMUST00000164505.1	chr10	91124004	-	GENCODE
Slc25a30	ENSMUST00000022580.6	chr14	75787036	-	GENCODE
Slc25a31	ENSMUST00000091184.6	chr3	40708854	+	GENCODE
Slc25a32	ENSMUST00000022908.8	chr15	39112715	-	GENCODE
Slc25a33	ENSMUST00000105686.2	chr4	149774276	-	GENCODE
Slc25a34	ENSMUST00000038661.7	chr4	141623820	-	GENCODE
Slc25a35	ENSMUST00000102606.3,ENSMUST00000018884.5	chr11	68968138	+	GENCODE
Slc25a36	ENSMUST00000085206.4	chr9	97111156	-	GENCODE
Slc25a37	ENSMUST00000037064.4	chr14	69285111	-	GENCODE
Slc25a38	ENSMUST00000035106.5	chr9	120110373	+	GENCODE
Slc25a39	ENSMUST00000107098.1	chr11	102407488	-	GENCODE
Slc25a4	ENSMUST00000034049.4	chr8	46211283	-	GENCODE
Slc25a40	ENSMUST00000066921.3,ENSMUST00000170496.1	chr5	8422918	+	GENCODE
Slc25a41	ENSMUST00000058661.7	chr17	57041653	-	GENCODE
Slc25a42	ENSMUST00000110127.1,ENSMUST00000063788.7	chr8	70212279	-	GENCODE
Slc25a43	ENSMUST00000047655.6	chrX	36743658	+	GENCODE
Slc25a44	ENSMUST00000057935.6	chr3	88425138	-	GENCODE
Slc25a45	ENSMUST00000025732.7,ENSMUST00000155697.1	chr19	5877820	+	GENCODE
Slc25a46	ENSMUST00000060396.6	chr18	31609901	-	GENCODE
Slc25a47	ENSMUST00000057026.8	chr12	108851128	+	GENCODE
Slc25a48	ENSMUST00000021971.5	chr13	56438354	+	GENCODE
Slc25a5	ENSMUST00000016463.3	chrX	36795650	+	GENCODE
Slc25a51	ENSMUST00000116341.3,ENSMUST00000132815.2	chr4	45408762	-	GENCODE
Slc25a53	ENSMUST00000171738.1	chrX	136993031	-	GENCODE
Slc25a54	ENSMUST00000029478.2	chr3	109080468	+	GENCODE
Slc26a1	ENSMUST00000051757.7	chr5	108675568	-	GENCODE
Slc26a1	ENSMUST00000163328.1	chr5	108674752	-	GENCODE
Slc26a10	ENSMUST00000095270.2	chr10	127180644	-	GENCODE
Slc26a11	ENSMUST00000050880.7	chr11	119355556	+	GENCODE
Slc26a2	ENSMUST00000146409.1	chr18	61211611	-	GENCODE
Slc26a3	ENSMUST00000001254.5	chr12	31438218	+	GENCODE
Slc26a4	ENSMUST00000001253.7	chr12	31559968	-	GENCODE
Slc26a5	ENSMUST00000030878.1	chr5	21865603	-	GENCODE
Slc26a6	ENSMUST00000098376.3	chr9	108854036	+	GENCODE
Slc26a7	ENSMUST00000042221.7	chr4	14621804	-	GENCODE
Slc26a8	ENSMUST00000114764.1	chr17	28689986	-	GENCODE
