gene	transcript	chromosome	strand	TSS source	primary TSS	secondary TSS
TAF1	P1P2	chrX	+	CAGE, matched peaks	(70586140, 70586218)	(70586082, 70586093)
TAF10	P1P2	chr11	-	CAGE, matched peaks	(6633406, 6633456)	(6633406, 6633456)
TAF11	P1P2	chr6	-	CAGE, matched peaks	(34855773, 34855834)	(34855744, 34855763)
TAF12	P1P2	chr1	-	CAGE, matched peaks	(28969530, 28969605)	(28969607, 28969621)
TAF13	P1P2	chr1	-	CAGE, matched peaks	(109618566, 109618636)	(109618566, 109618636)
TAF15	P1P2	chr17	+	CAGE, matched peaks	(34136478, 34136494)	(34136478, 34136494)
TAF1A	P1P2	chr1	-	CAGE, matched peaks	(222763240, 222763284)	(222763214, 222763237)
TAF1B	P1P2	chr2	+	CAGE, matched peaks	(9983555, 9983641)	(9983642, 9983657)
TAF1C	P1P2	chr16	-	CAGE, matched peaks	(84220633, 84220674)	(84220604, 84220628)
TAF1D	P1	chr11	-	CAGE, matched peaks	(93474645, 93474668)	(93474645, 93474668)
TAF1D	P2	chr11	-	CAGE, matched peaks	(93471389, 93471404)	(93471389, 93471404)
TAF1L	P1P2	chr9	-	CAGE, matched peaks	(32635085, 32635086)	(32635085, 32635086)
TAF2	P1P2	chr8	-	CAGE, matched peaks	(120845068, 120845089)	(120845068, 120845089)
TAF3	P1P2	chr10	+	CAGE, matched peaks	(7860460, 7860497)	(7860460, 7860497)
TAF4	P1P2	chr20	-	CAGE, matched peaks	(60640903, 60640945)	(60640871, 60640901)
TAF4B	P1P2	chr18	+	CAGE, matched peaks	(23806382, 23806424)	(23806437, 23806449)
TAF5	P1P2	chr10	+	CAGE, matched peaks	(105127704, 105127749)	(105127704, 105127749)
TAF5L	P1P2	chr1	-	CAGE, matched peaks	(229761798, 229761896)	(229761732, 229761754)
TAF6	P1P2	chr7	-	CAGE, matched peaks	(99716952, 99716990)	(99716914, 99716936)
TAF6L	P1P2	chr11	+	CAGE, matched peaks	(62538887, 62538931)	(62538850, 62538885)
TAF7	P1P2	chr5	-	CAGE, matched peaks	(140700322, 140700358)	(140700322, 140700358)
TAF7L	P1P2	chrX	-	CAGE, matched peaks	(100546337, 100546362)	(100546314, 100546329)
TAF8	P1P2	chr6	+	CAGE, matched peaks	(42018254, 42018277)	(42018652, 42018679)
TAF9	P1P2	chr5	-	CAGE, matched peaks	(68665296, 68665381)	(68665640, 68665659)
TAF9B	P1P2	chrX	-	CAGE, matched peaks	(77395109, 77395157)	(77395173, 77395185)
TAGAP	P1P2	chr6	-	CAGE, matched peaks	(159466012, 159466030)	(159466042, 159466066)
TAGLN	P1	chr11	+	CAGE, matched peaks	(117070079, 117070097)	(117070079, 117070097)
TAGLN	P2	chr11	+	CAGE, matched peaks	(117073868, 117073881)	(117073868, 117073881)
TAGLN2	P1P2	chr1	-	CAGE, matched peaks	(159895286, 159895305)	(159895266, 159895275)
TAL1	ENST00000371883.3,ENST00000294339.3	chr1	-	CAGE, robust peak	(47695405, 47695430)	(47695405, 47695430)
TAL1	ENST00000371884.2	chr1	-	CAGE, robust peak	(47697539, 47697573)	(47697210, 47697216)
TAL2	all	chr9	+	Annotation	(108424737.0, 108424737.0)	(108424737.0, 108424737.0)
TALDO1	P1P2	chr11	+	CAGE, matched peaks	(747411, 747481)	(747411, 747481)
TAMM41	P1P2	chr3	-	CAGE, matched peaks	(11888282, 11888374)	(11888376, 11888383)
TANC1	P1P2	chr2	+	CAGE, matched peaks	(159825143, 159825190)	(159825192, 159825201)
TANC2	all	chr17	+	Annotation	(61086916.0, 61086916.0)	(61086916.0, 61086916.0)
TANGO2	P1P2	chr22	+	CAGE, matched peaks	(20008616, 20008644)	(20008646, 20008657)
TANGO6	P1P2	chr16	+	CAGE, matched peaks	(68877419, 68877457)	(68877496, 68877521)
TANK	P1	chr2	+	CAGE, matched peaks	(162016916, 162016954)	(162016916, 162016954)
TANK	P2	chr2	+	CAGE, matched peaks	(161993465, 161993481)	(161993465, 161993481)
TAOK1	P1P2	chr17	+	CAGE, matched peaks	(27717856, 27717884)	(27717856, 27717884)
TAOK2	P1P2	chr16	+	CAGE, matched peaks	(29985168, 29985205)	(29985207, 29985238)
TAOK3	P1	chr12	-	CAGE, matched peaks	(118810688, 118810744)	(118810688, 118810744)
TAOK3	P2	chr12	-	CAGE, matched peaks	(118796915, 118796943)	(118796915, 118796943)
TAP1	P1P2	chr6	-	CAGE, matched peaks	(32821442, 32821538)	(32821749, 32821808)
TAP2	P1P2	chr6	-	CAGE, matched peaks	(32806506, 32806579)	(32806002, 32806046)
TAPBP	P1P2	chr6	-	CAGE, matched peaks	(33281832, 33281863)	(33282024, 33282046)
TAPBPL	P1P2	chr12	+	CAGE, matched peaks	(6561190, 6561312)	(6561315, 6561369)
TAPT1	P1P2	chr4	-	CAGE, matched peaks	(16228083, 16228108)	(16228508, 16228543)
TARBP1	P1P2	chr1	-	CAGE, matched peaks	(234614877, 234614941)	(234614605, 234614695)
TARBP2	P1P2	chr12	+	CAGE, matched peaks	(53895052, 53895143)	(53895364, 53895406)
TARDBP	P1P2	chr1	+	CAGE, matched peaks	(11072696, 11072735)	(11072738, 11072743)
TARS	P1P2	chr5	+	CAGE, matched peaks	(33441053, 33441109)	(33441112, 33441134)
TARS2	P1P2	chr1	+	CAGE, matched peaks	(150459873, 150459926)	(150459800, 150459806)
TARSL2	P1P2	chr15	-	CAGE, matched peaks	(102264619, 102264697)	(102264609, 102264616)
TAS1R1	P1P2	chr1	+	CAGE, matched peaks	(6615468, 6615485)	(6615391, 6615401)
TAS1R2	all	chr1	-	Annotation	(19186175.0, 19186175.0)	(19186175.0, 19186175.0)
TAS2R13	all	chr12	-	Annotation	(11062160.0, 11062160.0)	(11062160.0, 11062160.0)
TAS2R14	all	chr12	-	Annotation	(11091861.0, 11091861.0)	(11091861.0, 11091861.0)
TAS2R16	all	chr7	-	Annotation	(122635753.0, 122635753.0)	(122635753.0, 122635753.0)
TAS2R19	all	chr12	-	Annotation	(11175218.0, 11175218.0)	(11175218.0, 11175218.0)
TAS2R20	all	chr12	-	Annotation	(11150473.0, 11150473.0)	(11150473.0, 11150473.0)
TAS2R3	all	chr7	+	Annotation	(141463896.0, 141463896.0)	(141463896.0, 141463896.0)
TAS2R4	all	chr7	+	Annotation	(141478241.0, 141478241.0)	(141478241.0, 141478241.0)
TAS2R5	all	chr7	+	Annotation	(141490016.0, 141490016.0)	(141490016.0, 141490016.0)
TASP1	P1P2	chr20	-	CAGE, matched peaks	(13619555, 13619585)	(13619555, 13619585)
TAT	P1P2	chr16	-	CAGE, matched peaks	(71610985, 71610999)	(71610985, 71610999)
TATDN2	P1P2	chr3	+	CAGE, matched peaks	(10290124, 10290223)	(10290228, 10290249)
TATDN3	P1	chr1	+	CAGE, matched peaks	(212965197, 212965274)	(212965197, 212965274)
TATDN3	P2	chr1	+	CAGE, matched peaks	(212968323, 212968362)	(212968323, 212968362)
TAX1BP1	P1P2	chr7	+	CAGE, matched peaks	(27779729, 27779819)	(27779729, 27779819)
TAX1BP3	P1P2	chr17	-	CAGE, matched peaks	(3571863, 3571881)	(3571887, 3571918)
TAZ	P1P2	chrX	+	CAGE, matched peaks	(153639856, 153639943)	(153639952, 153639961)
TBC1D1	all	chr4	+	CAGE, robust peak	(37892582, 37892587)	(37892870, 37892885)
TBC1D10A	P1P2	chr22	-	CAGE, matched peaks	(30722866, 30722911)	(30722912, 30722937)
TBC1D10B	P1P2	chr16	-	CAGE, matched peaks	(30381717, 30381850)	(30381580, 30381633)
TBC1D10C	P1P2	chr11	+	CAGE, matched peaks	(67171391, 67171468)	(67171358, 67171385)
TBC1D12	P1P2	chr10	+	CAGE, matched peaks	(96162285, 96162309)	(96162242, 96162283)
TBC1D13	P1P2	chr9	+	CAGE, matched peaks	(131549522, 131549606)	(131549610, 131549629)
TBC1D14	P1P2	chr4	+	CAGE, matched peaks	(6911502, 6911569)	(6911502, 6911569)
TBC1D15	P1P2	chr12	+	CAGE, matched peaks	(72233530, 72233563)	(72233530, 72233563)
TBC1D16	P1P2	chr17	-	CAGE, matched peaks	(78009662, 78009681)	(78009662, 78009681)
TBC1D17	P1P2	chr19	+	CAGE, matched peaks	(50381308, 50381439)	(50380951, 50380976)
TBC1D19	P1P2	chr4	+	CAGE, matched peaks	(26585686, 26585749)	(26585668, 26585680)
TBC1D2	P1P2	chr9	-	CAGE, matched peaks	(101017900, 101017951)	(101017871, 101017897)
TBC1D20	P1P2	chr20	-	CAGE, matched peaks	(443129, 443207)	(443129, 443207)
TBC1D22A	P1P2	chr22	+	CAGE, matched peaks	(47158518, 47158571)	(47158581, 47158592)
TBC1D22B	P1P2	chr6	+	CAGE, matched peaks	(37225540, 37225558)	(37225540, 37225558)
TBC1D23	P1P2	chr3	+	CAGE, matched peaks	(99979828, 99979871)	(99979759, 99979770)
TBC1D24	P1P2	chr16	+	CAGE, matched peaks	(2525110, 2525155)	(2525110, 2525155)
TBC1D25	P1P2	chrX	+	CAGE, matched peaks	(48398053, 48398130)	(48398143, 48398157)
TBC1D2B	P1P2	chr15	-	CAGE, matched peaks	(78370002, 78370069)	(78369842, 78369904)
TBC1D3	ENST00000354664.4,ENST00000339023.4	chr17	-	Annotation	(36348637.0, 36348637.0)	(36348637.0, 36348637.0)
TBC1D3	ENST00000519532.1	chr17	-	Annotation	(36347834.0, 36347834.0)	(36347834.0, 36347834.0)
TBC1D3	ENST00000537432.1	chr17	-	Annotation	(36358165.0, 36358165.0)	(36358165.0, 36358165.0)
TBC1D30	P1P2	chr12	+	CAGE, matched peaks	(65218382, 65218457)	(65218382, 65218457)
TBC1D31	P1P2	chr8	+	CAGE, matched peaks	(124084899, 124085018)	(124084869, 124084892)
TBC1D32	P1P2	chr6	-	CAGE, matched peaks	(121655593, 121655661)	(121655850, 121655885)
TBC1D3F	ENST00000327454.6,ENST00000378174.5	chr17	+	Annotation	(36283992.5, 36283992.5)	(36283992.5, 36283992.5)
TBC1D3F	ENST00000505415.1	chr17	+	Annotation	(36284790.0, 36284790.0)	(36284790.0, 36284790.0)
TBC1D3F	ENST00000539424.1	chr17	+	Annotation	(36286046.0, 36286046.0)	(36286046.0, 36286046.0)
TBC1D4	P1P2	chr13	-	CAGE, matched peaks	(76056287, 76056329)	(76056287, 76056329)
TBC1D5	P1P2	chr3	-	CAGE, matched peaks	(17784063, 17784155)	(17784063, 17784155)
TBC1D7	P1P2	chr6	-	CAGE, matched peaks	(13328716, 13328792)	(13328078, 13328102)
TBC1D8	P1P2	chr2	-	CAGE, matched peaks	(101767836, 101767881)	(101767882, 101767914)
TBC1D8B	P1P2	chrX	+	CAGE, matched peaks	(106045891, 106045998)	(106045891, 106045998)
TBC1D9B	P1P2	chr5	-	CAGE, matched peaks	(179334825, 179334906)	(179334825, 179334906)
TBCA	P1P2	chr5	-	CAGE, matched peaks	(77072145, 77072190)	(77072098, 77072139)
TBCB	P1P2	chr19	+	CAGE, matched peaks	(36606354, 36606455)	(36605850, 36605895)
TBCC	P1P2	chr6	-	CAGE, matched peaks	(42713792, 42713847)	(42713850, 42713868)
TBCCD1	P1	chr3	-	CAGE, matched peaks	(186285077, 186285144)	(186285077, 186285144)
TBCCD1	P2	chr3	-	CAGE, matched peaks	(186288097, 186288113)	(186288097, 186288113)
TBCD	P1P2	chr17	+	CAGE, matched peaks	(80709932, 80710027)	(80709720, 80709787)
TBCE	P1P2	chr1	+	CAGE, matched peaks	(235530715, 235530778)	(235530715, 235530778)
TBCEL	P1P2	chr11	+	CAGE, matched peaks	(120894785, 120894840)	(120894844, 120894853)
TBCK	P1P2	chr4	-	CAGE, matched peaks	(107237340, 107237371)	(107237374, 107237428)
TBK1	P1P2	chr12	+	CAGE, matched peaks	(64845864, 64845949)	(64846129, 64846148)
TBKBP1	P1P2	chr17	+	CAGE, matched peaks	(45772999, 45773037)	(45772447, 45772487)
TBL1X	P1P2	chrX	+	CAGE, matched peaks	(9433050, 9433122)	(9433244, 9433287)
TBL1XR1	P1P2	chr3	-	CAGE, matched peaks	(176915215, 176915281)	(176915375, 176915426)
TBL1Y	P1P2	chrY	+	CAGE, matched peaks	(6778723, 6778746)	(6778618, 6778629)
TBL2	P1	chr7	-	CAGE, matched peaks	(72992865, 72993012)	(72992865, 72993012)
TBL2	P2	chr7	-	CAGE, matched peaks	(72987728, 72987731)	(72987728, 72987731)
TBL3	P1P2	chr16	+	CAGE, matched peaks	(2022036, 2022112)	(2021964, 2021981)
TBP	P1P2	chr6	+	CAGE, matched peaks	(170863423, 170863484)	(170863353, 170863368)
TBPL1	P1P2	chr6	+	CAGE, matched peaks	(134274354, 134274371)	(134274295, 134274308)
TBPL2	all	chr14	-	Annotation	(55907333.0, 55907333.0)	(55907333.0, 55907333.0)
TBR1	P1P2	chr2	+	CAGE, matched peaks	(162272785, 162272836)	(162272889, 162272915)
TBRG1	P1P2	chr11	+	CAGE, matched peaks	(124492749, 124492795)	(124492736, 124492748)
TBRG4	P1P2	chr7	-	CAGE, matched peaks	(45151272, 45151332)	(45151049, 45151064)
TBX1	P1P2	chr22	+	CAGE, matched peaks	(19748231, 19748317)	(19748231, 19748317)
TBX10	P1P2	chr11	-	CAGE, matched peaks	(67407211, 67407246)	(67407211, 67407246)
TBX15	P1P2	chr1	-	CAGE, matched peaks	(119530493, 119530572)	(119530636, 119530653)
TBX18	P1	chr6	-	CAGE, matched peaks	(85474299, 85474324)	(85474299, 85474324)
TBX18	P2	chr6	-	CAGE, matched peaks	(85473156, 85473210)	(85473156, 85473210)
TBX19	all	chr1	+	CAGE permissive peak	(168250110, 168250120)	(168250110, 168250120)
TBX2	P1P2	chr17	+	CAGE, matched peaks	(59477233, 59477263)	(59477197, 59477212)
TBX20	P1P2	chr7	-	CAGE, matched peaks	(35293685, 35293718)	(35293665, 35293680)
TBX21	P1P2	chr17	+	CAGE, matched peaks	(45810594, 45810608)	(45810816, 45810838)
TBX22	P1P2	chrX	+	CAGE, matched peaks	(79270245, 79270257)	(79270292, 79270296)
TBX3	P1P2	chr12	-	CAGE, matched peaks	(115121962, 115121987)	(115121962, 115121987)
TBX4	P1	chr17	+	CAGE, matched peaks	(59529743, 59529798)	(59529743, 59529798)
TBX4	P2	chr17	+	CAGE, matched peaks	(59533618, 59533656)	(59533618, 59533656)
TBX5	P1	chr12	-	CAGE, matched peaks	(114845810, 114845824)	(114845810, 114845824)
TBX5	P2	chr12	-	CAGE, matched peaks	(114843940, 114843955)	(114843940, 114843955)
TBX6	P1P2	chr16	-	CAGE, matched peaks	(30103224, 30103268)	(30103224, 30103268)
TBXA2R	P1P2	chr19	-	CAGE, matched peaks	(3606847, 3606898)	(3606590, 3606634)
TBXAS1	P1P2	chr7	+	CAGE, matched peaks	(139529040, 139529073)	(139529085, 139529115)
TCAIM	P1P2	chr3	+	CAGE, matched peaks	(44380211, 44380274)	(44379614, 44379640)
TCAP	P1P2	chr17	+	CAGE, matched peaks	(37821593, 37821609)	(37821593, 37821609)
TCEA1	P1P2	chr8	-	CAGE, matched peaks	(54934823, 54934875)	(54934978, 54935000)
TCEA2	P1P2	chr20	+	CAGE, matched peaks	(62694461, 62694585)	(62694605, 62694616)
TCEA3	P1P2	chr1	-	CAGE, matched peaks	(23751189, 23751255)	(23751262, 23751277)
TCEAL1	P1P2	chrX	+	CAGE, matched peaks	(102883887, 102883909)	(102883887, 102883909)
TCEAL2	P1	chrX	+	CAGE, matched peaks	(101380642, 101380665)	(101380642, 101380665)
TCEAL2	P2	chrX	+	CAGE, matched peaks	(101381878, 101381906)	(101381878, 101381906)
TCEAL3	P1P2	chrX	+	CAGE, matched peaks	(102862837, 102862912)	(102862922, 102862939)
TCEAL4	P1	chrX	+	CAGE, matched peaks	(102840408, 102840492)	(102840408, 102840492)
TCEAL4	P2	chrX	+	CAGE, matched peaks	(102841584, 102841611)	(102841584, 102841611)
TCEAL5	P1P2	chrX	-	CAGE, matched peaks	(102531670, 102531684)	(102531695, 102531710)
TCEAL6	P1P2	chrX	-	CAGE, matched peaks	(101397433, 101397462)	(101397491, 101397506)
TCEAL7	P1P2	chrX	+	CAGE, matched peaks	(102585134, 102585176)	(102585134, 102585176)
TCEAL8	P1P2	chrX	-	CAGE, matched peaks	(102510045, 102510116)	(102510126, 102510135)
TCEANC	P1P2	chrX	+	CAGE, matched peaks	(13671231, 13671327)	(13671354, 13671368)
TCEANC2	P1P2	chr1	+	CAGE, matched peaks	(54519242, 54519317)	(54519327, 54519364)
TCEB1	P1P2	chr8	-	CAGE, matched peaks	(74884399, 74884436)	(74884343, 74884390)
TCEB2	P1P2	chr16	-	CAGE, matched peaks	(2827261, 2827299)	(2827567, 2827601)
TCEB3	P1P2	chr1	+	CAGE, matched peaks	(24069952, 24069989)	(24069939, 24069950)
TCEB3B	P1P2	chr18	-	CAGE, matched peaks	(44561964, 44561969)	(44561915, 44561916)
TCEB3C	all	chr18	-	Annotation	(44556448.0, 44556448.0)	(44556448.0, 44556448.0)
TCEB3CL	all	chr18	-	Annotation	(44550533.0, 44550533.0)	(44550533.0, 44550533.0)
TCERG1	P1P2	chr5	+	CAGE, matched peaks	(145826867, 145826903)	(145826904, 145826915)
TCERG1L	P1P2	chr10	-	CAGE, matched peaks	(133109947, 133109995)	(133109871, 133109897)
TCF12	P1	chr15	+	CAGE, matched peaks	(57210818, 57210930)	(57210818, 57210930)
TCF12	P2	chr15	+	CAGE, matched peaks	(57511609, 57511651)	(57511609, 57511651)
TCF15	P1P2	chr20	-	CAGE, matched peaks	(590944, 590960)	(590892, 590902)
TCF19	P1	chr6	+	CAGE, matched peaks	(31126291, 31126399)	(31126291, 31126399)
TCF19	P2	chr6	+	CAGE, matched peaks	(31127319, 31127342)	(31127319, 31127342)
TCF20	P1P2	chr22	-	CAGE, matched peaks	(42610812, 42610841)	(42610812, 42610841)
TCF21	P1P2	chr6	+	CAGE, matched peaks	(134210243, 134210257)	(134210243, 134210257)
TCF23	P1P2	chr2	+	CAGE, matched peaks	(27371879, 27371907)	(27371919, 27371935)
TCF24	P1P2	chr8	-	CAGE, matched peaks	(67874805, 67874831)	(67874783, 67874789)
TCF25	P1P2	chr16	+	CAGE, matched peaks	(89940012, 89940059)	(89939979, 89940011)
TCF3	P1P2	chr19	-	CAGE, matched peaks	(1652575, 1652621)	(1652555, 1652568)
TCF4	P1P2	chr18	-	CAGE, matched peaks	(53255415, 53255491)	(53255415, 53255491)
TCF7	P1P2	chr5	+	CAGE, matched peaks	(133450365, 133450444)	(133451294, 133451310)
TCF7L1	P1P2	chr2	+	CAGE, matched peaks	(85360499, 85360598)	(85360669, 85360733)
TCF7L2	P1P2	chr10	+	CAGE, matched peaks	(114709999, 114710031)	(114710098, 114710130)
TCFL5	P1P2	chr20	-	CAGE, matched peaks	(61493117, 61493187)	(61493191, 61493209)
TCHP	P1P2	chr12	+	CAGE, matched peaks	(110338063, 110338105)	(110338376, 110338395)
TCIRG1	P1P2	chr11	+	CAGE, matched peaks	(67806467, 67806527)	(67806439, 67806460)
TCL1A	P1P2	chr14	-	CAGE, matched peaks	(96180451, 96180468)	(96180451, 96180468)
TCN1	P1P2	chr11	-	CAGE, matched peaks	(59633951, 59633970)	(59633951, 59633970)
TCN2	P1P2	chr22	+	CAGE, matched peaks	(31003154, 31003188)	(31003261, 31003302)
TCOF1	P1P2	chr5	+	CAGE, matched peaks	(149737221, 149737309)	(149737221, 149737309)
TCP1	P1P2	chr6	-	CAGE, matched peaks	(160210613, 160210641)	(160210692, 160210705)
TCP10L	P1	chr21	-	CAGE, matched peaks	(33957805, 33957846)	(33957805, 33957846)
TCP10L	P2	chr21	-	CAGE, matched peaks	(33954710, 33954728)	(33954710, 33954728)
TCP11L1	P1P2	chr11	+	CAGE, matched peaks	(33061107, 33061175)	(33061543, 33061585)
TCP11L2	P1P2	chr12	+	CAGE, matched peaks	(106696583, 106696651)	(106696503, 106696557)
TCTA	P1P2	chr3	+	CAGE, matched peaks	(49449818, 49449862)	(49449636, 49449652)
TCTE3	P1P2	chr6	-	CAGE, matched peaks	(170151603, 170151713)	(170151559, 170151564)
TCTEX1D2	P1P2	chr3	-	CAGE, matched peaks	(196045042, 196045121)	(196045127, 196045164)
TCTEX1D4	P1P2	chr1	-	CAGE, matched peaks	(45273015, 45273052)	(45272951, 45272962)
TCTN1	P1P2	chr12	+	CAGE, matched peaks	(111051902, 111051975)	(111051862, 111051873)
TCTN2	P1P2	chr12	+	CAGE, matched peaks	(124155652, 124155689)	(124155719, 124155735)
TCTN3	P1P2	chr10	-	CAGE, matched peaks	(97453650, 97453692)	(97453693, 97453726)
TDG	P1P2	chr12	+	CAGE, matched peaks	(104359641, 104359689)	(104359614, 104359628)
TDGF1	P1P2	chr3	+	CAGE, matched peaks	(46619270, 46619296)	(46619270, 46619296)
TDO2	P1P2	chr4	+	CAGE, matched peaks	(156824840, 156824858)	(156824840, 156824858)
TDP1	P1P2	chr14	+	CAGE, matched peaks	(90422239, 90422346)	(90422874, 90422917)
TDP2	P1P2	chr6	-	CAGE, matched peaks	(24667082, 24667140)	(24666986, 24667030)
TDRD3	P1P2	chr13	+	CAGE, matched peaks	(60971080, 60971161)	(60971348, 60971372)
TDRD5	P1P2	chr1	+	CAGE, matched peaks	(179560979, 179560998)	(179560955, 179560974)
TDRD6	P1P2	chr6	+	CAGE, matched peaks	(46655631, 46655647)	(46655613, 46655626)
TDRD7	P1P2	chr9	+	CAGE, matched peaks	(100174344, 100174474)	(100174246, 100174266)
TDRD9	P1P2	chr14	+	CAGE, matched peaks	(104394770, 104394820)	(104394770, 104394820)
TDRKH	P1P2	chr1	-	CAGE, matched peaks	(151762943, 151763012)	(151762900, 151762910)
TDRP	P1P2	chr8	-	CAGE, matched peaks	(494824, 494894)	(495476, 495489)
TEAD1	P1P2	chr11	+	CAGE, matched peaks	(12695944, 12695989)	(12696002, 12696022)
TEAD2	P1P2	chr19	-	CAGE, matched peaks	(49865646, 49865718)	(49864746, 49864780)
TEAD3	P1P2	chr6	-	CAGE, matched peaks	(35464817, 35464894)	(35464817, 35464894)
TEAD4	P1P2	chr12	+	CAGE, matched peaks	(3068544, 3068597)	(3069037, 3069119)
TEC	P1P2	chr4	-	CAGE, matched peaks	(48271802, 48271874)	(48271880, 48271887)
TECPR1	P1P2	chr7	-	CAGE, matched peaks	(97881466, 97881552)	(97881192, 97881201)
TECPR2	P1P2	chr14	+	CAGE, matched peaks	(102829381, 102829431)	(102829269, 102829295)
TECR	P1P2	chr19	+	CAGE, matched peaks	(14640392, 14640420)	(14640427, 14640448)
TECRL	P1P2	chr4	-	CAGE, matched peaks	(65275100, 65275121)	(65275162, 65275183)
TECTA	ENST00000264037.2	chr11	+	Annotation	(120973374.0, 120973374.0)	(120973374.0, 120973374.0)
TECTA	ENST00000392793.1	chr11	+	Annotation	(120971881.0, 120971881.0)	(120971881.0, 120971881.0)
TEF	P1	chr22	+	CAGE, matched peaks	(41777927, 41777971)	(41777927, 41777971)
TEF	P2	chr22	+	CAGE, matched peaks	(41763452, 41763466)	(41763452, 41763466)
TEFM	P1P2	chr17	-	CAGE, matched peaks	(29233221, 29233272)	(29233221, 29233272)
TEK	P1P2	chr9	+	CAGE, matched peaks	(27109392, 27109435)	(27109440, 27109456)
TEKT1	P1P2	chr17	-	CAGE, matched peaks	(6735035, 6735068)	(6735012, 6735030)
TEKT2	P1P2	chr1	+	CAGE, matched peaks	(36549680, 36549720)	(36549993, 36550009)
TEKT3	P1P2	chr17	-	CAGE, matched peaks	(15244894, 15244938)	(15244894, 15244938)
TEKT4	P1P2	chr2	+	CAGE, matched peaks	(95537170, 95537188)	(95537248, 95537259)
TEKT5	P1P2	chr16	-	CAGE, matched peaks	(10788770, 10788803)	(10788754, 10788768)
TELO2	P1P2	chr16	+	CAGE, matched peaks	(1543337, 1543409)	(1543542, 1543587)
TEN1	P1P2	chr17	+	CAGE, matched peaks	(73975292, 73975359)	(73975548, 73975574)
TENC1	P1P2	chr12	+	CAGE, matched peaks	(53443798, 53443858)	(53443798, 53443858)
TENM1	P1P2	chrX	-	CAGE, primary peaks	(124097579, 124097588)	(124097620, 124097632)
TEP1	P1P2	chr14	-	CAGE, matched peaks	(20881587, 20881666)	(20881999, 20882043)
TEPP	P1P2	chr16	+	CAGE, matched peaks	(58019055, 58019111)	(58019055, 58019111)
TERF1	P1P2	chr8	+	CAGE, matched peaks	(73921085, 73921125)	(73921136, 73921151)
TERF2	P1P2	chr16	-	CAGE, matched peaks	(69419871, 69419927)	(69419749, 69419786)
TERF2IP	P1P2	chr16	+	CAGE, matched peaks	(75681700, 75681764)	(75681650, 75681696)
TERT	P1P2	chr5	-	CAGE, matched peaks	(1295153, 1295192)	(1295196, 1295201)
TES	P1P2	chr7	+	CAGE, matched peaks	(115850556, 115850626)	(115850628, 115850647)
TESK1	P1P2	chr9	+	CAGE, matched peaks	(35605231, 35605272)	(35605274, 35605341)
TESK2	P1P2	chr1	-	CAGE, matched peaks	(45956822, 45956847)	(45956800, 45956821)
TESPA1	P1	chr12	-	CAGE, matched peaks	(55378470, 55378554)	(55378470, 55378554)
TESPA1	P2	chr12	-	CAGE, matched peaks	(55367331, 55367353)	(55367331, 55367353)
TET1	P1P2	chr10	+	CAGE, matched peaks	(70320074, 70320106)	(70320041, 70320065)
TET2	P1P2	chr4	+	CAGE, matched peaks	(106068026, 106068084)	(106067811, 106067854)
TET3	all	chr2	+	CAGE permissive peak	(74273589, 74273599)	(74273589, 74273599)
TEX10	P1P2	chr9	-	CAGE, matched peaks	(103115185, 103115235)	(103115135, 103115183)
TEX101	P1	chr19	+	CAGE, matched peaks	(43910508, 43910535)	(43910508, 43910535)
TEX101	P2	chr19	+	CAGE, matched peaks	(43919026, 43919050)	(43919026, 43919050)
TEX11	P1P2	chrX	-	CAGE, matched peaks	(70128554, 70128574)	(70128533, 70128543)
TEX12	P1P2	chr11	+	CAGE, matched peaks	(112038088, 112038099)	(112038073, 112038076)
TEX14	P1P2	chr17	-	CAGE, matched peaks	(56769876, 56769933)	(56769382, 56769417)
TEX15	all	chr8	-	Annotation	(30706607.0, 30706607.0)	(30706607.0, 30706607.0)
TEX19	P1P2	chr17	+	CAGE, matched peaks	(80317121, 80317128)	(80317121, 80317128)
TEX2	P1P2	chr17	-	CAGE, matched peaks	(62340581, 62340671)	(62340581, 62340671)
TEX22	P1P2	chr14	+	CAGE, matched peaks	(105864847, 105864928)	(105864574, 105864597)
TEX261	P1P2	chr2	-	CAGE, matched peaks	(71221942, 71222019)	(71221923, 71221936)
TEX264	P1P2	chr3	+	CAGE, matched peaks	(51705222, 51705281)	(51705222, 51705281)
